"No.","Time","Source","Destination","Protocol","Length","Info"
"4308","42.627563962","192.168.100.9","192.168.100.5","UDP","60","5956  >  80 Len=0"
"4309","42.628301427","192.168.100.9","192.168.100.5","UDP","60","5957  >  80 Len=0"
"4310","42.628301537","192.168.100.9","192.168.100.5","UDP","60","5958  >  80 Len=0"
"4311","42.629181159","192.168.100.9","192.168.100.5","UDP","60","5959  >  80 Len=0"
"4312","42.629181284","192.168.100.9","192.168.100.5","UDP","60","5960  >  80 Len=0"
"4313","42.629925597","192.168.100.9","192.168.100.5","UDP","60","5961  >  80 Len=0"
"4314","42.631503092","192.168.100.9","192.168.100.5","UDP","60","5962  >  80 Len=0"
"4315","42.631503214","192.168.100.9","192.168.100.5","UDP","60","5963  >  80 Len=0"
"4316","42.632250237","192.168.100.9","192.168.100.5","UDP","60","5964  >  80 Len=0"
"4317","42.632829391","192.168.100.9","192.168.100.5","UDP","60","5965  >  80 Len=0"
"4318","42.633290661","192.168.100.9","192.168.100.5","UDP","60","5966  >  80 Len=0"
"4319","42.633987405","192.168.100.9","192.168.100.5","UDP","60","5967  >  80 Len=0"
"4320","42.633987512","192.168.100.9","192.168.100.5","UDP","60","5968  >  80 Len=0"
"4321","42.643371515","192.168.100.9","192.168.100.5","UDP","60","5969  >  80 Len=0"
"4322","42.643372008","192.168.100.9","192.168.100.5","UDP","60","5970  >  80 Len=0"
"4323","42.643822775","192.168.100.9","192.168.100.5","UDP","60","5971  >  80 Len=0"
"4324","42.645199169","192.168.100.9","192.168.100.5","UDP","60","5972  >  80 Len=0"
"4325","42.656441479","192.168.100.9","192.168.100.5","UDP","60","5973  >  80 Len=0"
"4326","42.656441792","192.168.100.9","192.168.100.5","UDP","60","5974  >  80 Len=0"
"4327","42.657392841","192.168.100.9","192.168.100.5","UDP","60","5975  >  80 Len=0"
"4328","42.658198863","192.168.100.9","192.168.100.5","UDP","60","5976  >  80 Len=0"
"4329","42.660708788","192.168.100.9","192.168.100.5","UDP","60","5977  >  80 Len=0"
"4330","42.661171853","192.168.100.9","192.168.100.5","UDP","60","5978  >  80 Len=0"
"4331","42.661171981","192.168.100.9","192.168.100.5","UDP","60","5979  >  80 Len=0"
"4332","42.661903411","192.168.100.9","192.168.100.5","UDP","60","5980  >  80 Len=0"
"4333","42.662585195","192.168.100.9","192.168.100.5","UDP","60","5981  >  80 Len=0"
"4334","42.663264308","192.168.100.9","192.168.100.5","UDP","60","5982  >  80 Len=0"
"4335","42.663692857","192.168.100.9","192.168.100.5","UDP","60","5983  >  80 Len=0"
"4336","42.664371312","192.168.100.9","192.168.100.5","UDP","60","5984  >  80 Len=0"
"4337","42.664910462","192.168.100.9","192.168.100.5","UDP","60","5985  >  80 Len=0"
"4338","42.665346089","192.168.100.9","192.168.100.5","UDP","60","5986  >  80 Len=0"
"4339","42.666021505","192.168.100.9","192.168.100.5","UDP","60","5987  >  80 Len=0"
"4340","42.666529424","192.168.100.9","192.168.100.5","UDP","60","5988  >  80 Len=0"
"4341","42.667204072","192.168.100.9","192.168.100.5","UDP","60","5989  >  80 Len=0"
"4342","42.668605555","192.168.100.9","192.168.100.5","UDP","60","5990  >  80 Len=0"
"4343","42.669169902","192.168.100.9","192.168.100.5","UDP","60","5991  >  80 Len=0"
"4344","42.669744142","192.168.100.9","192.168.100.5","UDP","60","5992  >  80 Len=0"
"4345","42.675615402","192.168.100.9","192.168.100.5","UDP","60","5993  >  80 Len=0"
"4346","42.676666438","192.168.100.9","192.168.100.5","UDP","60","5994  >  80 Len=0"
"4347","42.678854616","192.168.100.9","192.168.100.5","UDP","60","5995  >  80 Len=0"
"4348","42.687158727","192.168.100.9","192.168.100.5","UDP","60","5996  >  80 Len=0"
"4349","42.687158973","192.168.100.9","192.168.100.5","UDP","60","5997  >  80 Len=0"
"4350","42.687159018","192.168.100.9","192.168.100.5","UDP","60","5998  >  80 Len=0"
"4351","42.687159062","192.168.100.9","192.168.100.5","UDP","60","5999  >  80 Len=0"
"4352","42.687159103","192.168.100.9","192.168.100.5","UDP","60","6000  >  80 Len=0"
"4353","42.687159144","192.168.100.9","192.168.100.5","UDP","60","6001  >  80 Len=0"
"4354","42.687159188","192.168.100.9","192.168.100.5","UDP","60","6002  >  80 Len=0"
"4355","42.687159231","192.168.100.9","192.168.100.5","UDP","60","6003  >  80 Len=0"
"4356","42.701185333","192.168.100.9","192.168.100.5","UDP","60","6004  >  80 Len=0"
"4357","42.701185534","192.168.100.9","192.168.100.5","UDP","60","6005  >  80 Len=0"
"4358","42.701185586","192.168.100.9","192.168.100.5","UDP","60","6006  >  80 Len=0"
"4359","42.701185632","192.168.100.9","192.168.100.5","UDP","60","6007  >  80 Len=0"
"4360","42.701185678","192.168.100.9","192.168.100.5","UDP","60","6008  >  80 Len=0"
"4361","42.701185726","192.168.100.9","192.168.100.5","UDP","60","6009  >  80 Len=0"
"4362","42.701185773","192.168.100.9","192.168.100.5","UDP","60","6010  >  80 Len=0"
"4363","42.701185817","192.168.100.9","192.168.100.5","UDP","60","6011  >  80 Len=0"
"4364","42.706991156","192.168.100.9","192.168.100.5","UDP","60","6012  >  80 Len=0"
"4365","42.706991595","192.168.100.9","192.168.100.5","UDP","60","6013  >  80 Len=0"
"4366","42.706991674","192.168.100.9","192.168.100.5","UDP","60","6014  >  80 Len=0"
"4367","42.706991735","192.168.100.9","192.168.100.5","UDP","60","6015  >  80 Len=0"
"4368","42.706991790","192.168.100.9","192.168.100.5","UDP","60","6016  >  80 Len=0"
"4369","42.706991852","192.168.100.9","192.168.100.5","UDP","60","6017  >  80 Len=0"
"4370","42.706991923","192.168.100.9","192.168.100.5","UDP","60","6018  >  80 Len=0"
"4371","42.706991994","192.168.100.9","192.168.100.5","UDP","60","6019  >  80 Len=0"
"4372","42.707232591","192.168.100.9","192.168.100.5","UDP","60","6020  >  80 Len=0"
"4373","42.707232864","192.168.100.9","192.168.100.5","UDP","60","6021  >  80 Len=0"
"4374","42.708946212","192.168.100.9","192.168.100.5","UDP","60","6022  >  80 Len=0"
"4375","42.710903504","192.168.100.9","192.168.100.5","UDP","60","6023  >  80 Len=0"
"4376","42.710903748","192.168.100.9","192.168.100.5","UDP","60","6024  >  80 Len=0"
"4377","42.711841493","192.168.100.9","192.168.100.5","UDP","60","6025  >  80 Len=0"
"4378","42.713678694","192.168.100.9","192.168.100.5","UDP","60","6026  >  80 Len=0"
"4379","42.714625061","192.168.100.9","192.168.100.5","UDP","60","6027  >  80 Len=0"
"4380","42.715923174","192.168.100.9","192.168.100.5","UDP","60","6028  >  80 Len=0"
"4381","42.717056042","192.168.100.9","192.168.100.5","UDP","60","6029  >  80 Len=0"
"4382","42.717970058","192.168.100.9","192.168.100.5","UDP","60","6030  >  80 Len=0"
"4383","42.718871237","192.168.100.9","192.168.100.5","UDP","60","6031  >  80 Len=0"
"4384","42.719817406","192.168.100.9","192.168.100.5","UDP","60","6032  >  80 Len=0"
"4385","42.720879550","192.168.100.9","192.168.100.5","UDP","60","6033  >  80 Len=0"
"4386","42.721896589","192.168.100.9","192.168.100.5","UDP","60","6034  >  80 Len=0"
"4387","42.722899616","192.168.100.9","192.168.100.5","UDP","60","6035  >  80 Len=0"
"4388","42.724836737","192.168.100.9","192.168.100.5","UDP","60","6036  >  80 Len=0"
"4389","42.725985490","192.168.100.9","192.168.100.5","UDP","60","6037  >  80 Len=0"
"4390","42.727049923","192.168.100.9","192.168.100.5","UDP","60","6038  >  80 Len=0"
"4391","42.728538835","192.168.100.9","192.168.100.5","UDP","60","6039  >  80 Len=0"
"4392","42.729424046","192.168.100.9","192.168.100.5","UDP","60","6040  >  80 Len=0"
"4393","42.730689908","192.168.100.9","192.168.100.5","UDP","60","6041  >  80 Len=0"
"4394","42.732051867","192.168.100.9","192.168.100.5","UDP","60","6042  >  80 Len=0"
"4395","42.733288498","192.168.100.9","192.168.100.5","UDP","60","6043  >  80 Len=0"
"4396","42.734597314","192.168.100.9","192.168.100.5","UDP","60","6044  >  80 Len=0"
"4397","42.735944101","192.168.100.9","192.168.100.5","UDP","60","6045  >  80 Len=0"
"4398","42.737241201","192.168.100.9","192.168.100.5","UDP","60","6046  >  80 Len=0"
"4399","42.738548560","192.168.100.9","192.168.100.5","UDP","60","6047  >  80 Len=0"
"4400","42.739889508","192.168.100.9","192.168.100.5","UDP","60","6048  >  80 Len=0"
"4401","42.740852026","192.168.100.9","192.168.100.5","UDP","60","6049  >  80 Len=0"
"4402","42.742137718","192.168.100.9","192.168.100.5","UDP","60","6050  >  80 Len=0"
"4403","42.743628402","192.168.100.9","192.168.100.5","UDP","60","6051  >  80 Len=0"
"4404","42.744398062","192.168.100.9","192.168.100.5","UDP","60","6052  >  80 Len=0"
"4405","42.745397423","192.168.100.9","192.168.100.5","UDP","60","6053  >  80 Len=0"
"4406","42.746678852","192.168.100.9","192.168.100.5","UDP","60","6054  >  80 Len=0"
"4407","42.748101061","192.168.100.9","192.168.100.5","UDP","60","6055  >  80 Len=0"
"4408","42.749163049","192.168.100.9","192.168.100.5","UDP","60","6056  >  80 Len=0"
"4409","42.749990534","192.168.100.9","192.168.100.5","UDP","60","6057  >  80 Len=0"
"4410","42.750921402","192.168.100.9","192.168.100.5","UDP","60","6058  >  80 Len=0"
"4411","42.752239127","192.168.100.9","192.168.100.5","UDP","60","6059  >  80 Len=0"
"4412","42.753666390","192.168.100.9","192.168.100.5","UDP","60","6060  >  80 Len=0"
"4413","42.754656423","192.168.100.9","192.168.100.5","UDP","60","6061  >  80 Len=0"
"4414","42.755437759","192.168.100.9","192.168.100.5","UDP","60","6062  >  80 Len=0"
"4415","42.756900260","192.168.100.9","192.168.100.5","UDP","60","6063  >  80 Len=0"
"4416","42.757920246","192.168.100.9","192.168.100.5","UDP","60","6064  >  80 Len=0"
"4417","42.760024107","192.168.100.9","192.168.100.5","UDP","60","6065  >  80 Len=0"
"4418","42.760715441","192.168.100.9","192.168.100.5","UDP","60","6066  >  80 Len=0"
"4419","42.761540404","192.168.100.9","192.168.100.5","UDP","60","6067  >  80 Len=0"
"4420","42.762283615","192.168.100.9","192.168.100.5","UDP","60","6068  >  80 Len=0"
"4421","42.763432355","192.168.100.9","192.168.100.5","UDP","60","6069  >  80 Len=0"
"4422","42.766497045","192.168.100.9","192.168.100.5","UDP","60","6070  >  80 Len=0"
"4423","42.766497281","192.168.100.9","192.168.100.5","UDP","60","6071  >  80 Len=0"
"4424","42.766497610","192.168.100.9","192.168.100.5","UDP","60","6072  >  80 Len=0"
"4425","42.769304958","192.168.100.9","192.168.100.5","UDP","60","6073  >  80 Len=0"
"4426","42.769305170","192.168.100.9","192.168.100.5","UDP","60","6074  >  80 Len=0"
"4427","42.769305228","192.168.100.9","192.168.100.5","UDP","60","6075  >  80 Len=0"
"4428","42.771098907","192.168.100.9","192.168.100.5","UDP","60","6076  >  80 Len=0"
"4429","42.771099026","192.168.100.9","192.168.100.5","UDP","60","6077  >  80 Len=0"
"4430","42.772206604","192.168.100.9","192.168.100.5","UDP","60","6078  >  80 Len=0"
"4431","42.772206729","192.168.100.9","192.168.100.5","UDP","60","6079  >  80 Len=0"
"4432","42.772950403","192.168.100.9","192.168.100.5","UDP","60","6080  >  80 Len=0"
"4433","42.773904281","192.168.100.9","192.168.100.5","UDP","60","6081  >  80 Len=0"
"4434","42.775690803","192.168.100.9","192.168.100.5","UDP","60","6082  >  80 Len=0"
"4435","42.775690942","192.168.100.9","192.168.100.5","UDP","60","6083  >  80 Len=0"
"4436","42.776657761","192.168.100.9","192.168.100.5","UDP","60","6084  >  80 Len=0"
"4437","42.779593189","192.168.100.9","192.168.100.5","UDP","60","6085  >  80 Len=0"
"4438","42.779593447","192.168.100.9","192.168.100.5","UDP","60","6086  >  80 Len=0"
"4439","42.780395053","192.168.100.9","192.168.100.5","UDP","60","6087  >  80 Len=0"
"4440","42.782176381","192.168.100.9","192.168.100.5","UDP","60","6088  >  80 Len=0"
"4441","42.782863977","192.168.100.9","192.168.100.5","UDP","60","6089  >  80 Len=0"
"4442","42.783619009","192.168.100.9","192.168.100.5","UDP","60","6090  >  80 Len=0"
"4443","42.786288708","192.168.100.9","192.168.100.5","UDP","60","6091  >  80 Len=0"
"4444","42.787412366","192.168.100.9","192.168.100.5","UDP","60","6092  >  80 Len=0"
"4445","42.788178337","192.168.100.9","192.168.100.5","UDP","60","6093  >  80 Len=0"
"4446","42.788969229","192.168.100.9","192.168.100.5","UDP","60","6094  >  80 Len=0"
"4447","42.789835696","192.168.100.9","192.168.100.5","UDP","60","6095  >  80 Len=0"
"4448","42.790853478","192.168.100.9","192.168.100.5","UDP","60","6096  >  80 Len=0"
"4449","42.791767352","192.168.100.9","192.168.100.5","UDP","60","6097  >  80 Len=0"
"4450","42.792596418","192.168.100.9","192.168.100.5","UDP","60","6098  >  80 Len=0"
"4451","42.793655252","192.168.100.9","192.168.100.5","UDP","60","6099  >  80 Len=0"
"4452","42.794785040","192.168.100.9","192.168.100.5","UDP","60","6100  >  80 Len=0"
"4453","42.796127654","192.168.100.9","192.168.100.5","UDP","60","6101  >  80 Len=0"
"4454","42.796127786","192.168.100.9","192.168.100.5","UDP","60","6102  >  80 Len=0"
"4455","42.797093822","192.168.100.9","192.168.100.5","UDP","60","6103  >  80 Len=0"
"4456","42.797857264","192.168.100.9","192.168.100.5","UDP","60","6104  >  80 Len=0"
"4457","42.799352722","192.168.100.9","192.168.100.5","UDP","60","6105  >  80 Len=0"
"4458","42.800086066","192.168.100.9","192.168.100.5","UDP","60","6106  >  80 Len=0"
"4459","42.800985609","192.168.100.9","192.168.100.5","UDP","60","6107  >  80 Len=0"
"4460","42.801727232","192.168.100.9","192.168.100.5","UDP","60","6108  >  80 Len=0"
"4461","42.802433645","192.168.100.9","192.168.100.5","UDP","60","6109  >  80 Len=0"
"4462","42.803400793","192.168.100.9","192.168.100.5","UDP","60","6110  >  80 Len=0"
"4463","42.804053841","192.168.100.9","192.168.100.5","UDP","60","6111  >  80 Len=0"
"4464","42.804884253","192.168.100.9","192.168.100.5","UDP","60","6112  >  80 Len=0"
"4465","42.806192321","192.168.100.9","192.168.100.5","UDP","60","6113  >  80 Len=0"
"4466","42.807547620","192.168.100.9","192.168.100.5","UDP","60","6114  >  80 Len=0"
"4467","42.808282381","192.168.100.9","192.168.100.5","UDP","60","6115  >  80 Len=0"
"4468","42.809075375","192.168.100.9","192.168.100.5","UDP","60","6116  >  80 Len=0"
"4469","42.809892096","192.168.100.9","192.168.100.5","UDP","60","6117  >  80 Len=0"
"4470","42.810614231","192.168.100.9","192.168.100.5","UDP","60","6118  >  80 Len=0"
"4471","42.812641319","192.168.100.9","192.168.100.5","UDP","60","6119  >  80 Len=0"
"4472","42.813604647","192.168.100.9","192.168.100.5","UDP","60","6120  >  80 Len=0"
"4473","42.814365136","192.168.100.9","192.168.100.5","UDP","60","6121  >  80 Len=0"
"4474","42.815735770","192.168.100.9","192.168.100.5","UDP","60","6122  >  80 Len=0"
"4475","42.816848351","192.168.100.9","192.168.100.5","UDP","60","6123  >  80 Len=0"
"4476","42.818036340","192.168.100.9","192.168.100.5","UDP","60","6124  >  80 Len=0"
"4477","42.819764570","192.168.100.9","192.168.100.5","UDP","60","6125  >  80 Len=0"
"4478","42.820658741","192.168.100.9","192.168.100.5","UDP","60","6126  >  80 Len=0"
"4479","42.821548363","192.168.100.9","192.168.100.5","UDP","60","6127  >  80 Len=0"
"4480","42.823964421","192.168.100.9","192.168.100.5","UDP","60","6128  >  80 Len=0"
"4481","42.823964569","192.168.100.9","192.168.100.5","UDP","60","6129  >  80 Len=0"
"4482","42.824454737","192.168.100.9","192.168.100.5","UDP","60","6130  >  80 Len=0"
"4483","42.825282788","192.168.100.9","192.168.100.5","UDP","60","6131  >  80 Len=0"
"4484","42.826122078","192.168.100.9","192.168.100.5","UDP","60","6132  >  80 Len=0"
"4485","42.827680859","192.168.100.9","192.168.100.5","UDP","60","6133  >  80 Len=0"
"4486","42.829188849","192.168.100.9","192.168.100.5","UDP","60","6134  >  80 Len=0"
"4487","42.829189035","192.168.100.9","192.168.100.5","UDP","60","6135  >  80 Len=0"
"4488","42.830663025","192.168.100.9","192.168.100.5","UDP","60","6136  >  80 Len=0"
"4489","42.832100247","192.168.100.9","192.168.100.5","UDP","60","6137  >  80 Len=0"
"4490","42.833788074","192.168.100.9","192.168.100.5","UDP","60","6138  >  80 Len=0"
"4491","42.835672384","192.168.100.9","192.168.100.5","UDP","60","6139  >  80 Len=0"
"4492","42.837129616","192.168.100.9","192.168.100.5","UDP","60","6140  >  80 Len=0"
"4493","42.837129898","192.168.100.9","192.168.100.5","UDP","60","6141  >  80 Len=0"
"4494","42.838122906","192.168.100.9","192.168.100.5","UDP","60","6142  >  80 Len=0"
"4495","42.839189437","192.168.100.9","192.168.100.5","UDP","60","6143  >  80 Len=0"
"4496","42.840320911","192.168.100.9","192.168.100.5","UDP","60","6144  >  80 Len=0"
"4497","42.841102853","192.168.100.9","192.168.100.5","UDP","60","6145  >  80 Len=0"
"4498","42.841902294","192.168.100.9","192.168.100.5","UDP","60","6146  >  80 Len=0"
"4499","42.842652534","192.168.100.9","192.168.100.5","UDP","60","6147  >  80 Len=0"
"4500","42.843719049","192.168.100.9","192.168.100.5","UDP","60","6148  >  80 Len=0"
"4501","42.844461321","192.168.100.9","192.168.100.5","UDP","60","6149  >  80 Len=0"
"4502","42.844959483","192.168.100.9","192.168.100.5","UDP","60","6150  >  80 Len=0"
"4503","42.845742509","192.168.100.9","192.168.100.5","UDP","60","6151  >  80 Len=0"
"4504","42.846633006","192.168.100.9","192.168.100.5","UDP","60","6152  >  80 Len=0"
"4505","42.847516222","192.168.100.9","192.168.100.5","UDP","60","6153  >  80 Len=0"
"4506","42.848273631","192.168.100.9","192.168.100.5","UDP","60","6154  >  80 Len=0"
"4507","42.849430710","192.168.100.9","192.168.100.5","UDP","60","6155  >  80 Len=0"
"4508","42.850174302","192.168.100.9","192.168.100.5","UDP","60","6156  >  80 Len=0"
"4509","42.851047862","192.168.100.9","192.168.100.5","UDP","60","6157  >  80 Len=0"
"4510","42.851909535","192.168.100.9","192.168.100.5","UDP","60","6158  >  80 Len=0"
"4511","42.852814075","192.168.100.9","192.168.100.5","UDP","60","6159  >  80 Len=0"
"4512","42.854008858","192.168.100.9","192.168.100.5","UDP","60","6160  >  80 Len=0"
"4513","42.855035866","192.168.100.9","192.168.100.5","UDP","60","6161  >  80 Len=0"
"4514","42.856013059","192.168.100.9","192.168.100.5","UDP","60","6162  >  80 Len=0"
"4515","42.856920649","192.168.100.9","192.168.100.5","UDP","60","6163  >  80 Len=0"
"4516","42.859669707","192.168.100.9","192.168.100.5","UDP","60","6164  >  80 Len=0"
"4517","42.860360272","192.168.100.9","192.168.100.5","UDP","60","6165  >  80 Len=0"
"4518","42.867027988","192.168.100.9","192.168.100.5","UDP","60","6166  >  80 Len=0"
"4519","42.868627692","192.168.100.9","192.168.100.5","UDP","60","6167  >  80 Len=0"
"4520","42.868627914","192.168.100.9","192.168.100.5","UDP","60","6168  >  80 Len=0"
"4521","42.870563829","192.168.100.9","192.168.100.5","UDP","60","6169  >  80 Len=0"
"4522","42.870564049","192.168.100.9","192.168.100.5","UDP","60","6170  >  80 Len=0"
"4523","42.872489961","192.168.100.9","192.168.100.5","UDP","60","6171  >  80 Len=0"
"4524","42.872490083","192.168.100.9","192.168.100.5","UDP","60","6172  >  80 Len=0"
"4525","42.873029549","192.168.100.9","192.168.100.5","UDP","60","6173  >  80 Len=0"
"4526","42.873697526","192.168.100.9","192.168.100.5","UDP","60","6174  >  80 Len=0"
"4527","42.875084346","192.168.100.9","192.168.100.5","UDP","60","6175  >  80 Len=0"
"4528","42.875925795","192.168.100.9","192.168.100.5","UDP","60","6176  >  80 Len=0"
"4529","42.876683598","192.168.100.9","192.168.100.5","UDP","60","6177  >  80 Len=0"
"4530","42.877678099","192.168.100.9","192.168.100.5","UDP","60","6178  >  80 Len=0"
"4531","42.922360996","192.168.100.9","192.168.100.5","UDP","60","6179  >  80 Len=0"
"4532","42.922361323","192.168.100.9","192.168.100.5","UDP","60","6180  >  80 Len=0"
"4533","42.922361373","192.168.100.9","192.168.100.5","UDP","60","6181  >  80 Len=0"
"4534","42.922361421","192.168.100.9","192.168.100.5","UDP","60","6182  >  80 Len=0"
"4535","42.922361467","192.168.100.9","192.168.100.5","UDP","60","6183  >  80 Len=0"
"4536","42.922361516","192.168.100.9","192.168.100.5","UDP","60","6184  >  80 Len=0"
"4537","42.922361563","192.168.100.9","192.168.100.5","UDP","60","6185  >  80 Len=0"
"4538","42.922361611","192.168.100.9","192.168.100.5","UDP","60","6186  >  80 Len=0"
"4539","42.922498670","192.168.100.9","192.168.100.5","UDP","60","6187  >  80 Len=0"
"4540","42.922498938","192.168.100.9","192.168.100.5","UDP","60","6188  >  80 Len=0"
"4541","42.922499151","192.168.100.9","192.168.100.5","UDP","60","6189  >  80 Len=0"
"4542","42.922499197","192.168.100.9","192.168.100.5","UDP","60","6190  >  80 Len=0"
"4543","42.922499243","192.168.100.9","192.168.100.5","UDP","60","6191  >  80 Len=0"
"4544","42.922499311","192.168.100.9","192.168.100.5","UDP","60","6192  >  80 Len=0"
"4545","42.922499372","192.168.100.9","192.168.100.5","UDP","60","6193  >  80 Len=0"
"4546","42.924039407","192.168.100.9","192.168.100.5","UDP","60","6194  >  80 Len=0"
"4547","42.925977177","192.168.100.9","192.168.100.5","UDP","60","6195  >  80 Len=0"
"4548","42.927321475","192.168.100.9","192.168.100.5","UDP","60","6196  >  80 Len=0"
"4549","42.929560136","192.168.100.9","192.168.100.5","UDP","60","6197  >  80 Len=0"
"4550","42.930558759","192.168.100.9","192.168.100.5","UDP","60","6198  >  80 Len=0"
"4551","42.931995676","192.168.100.9","192.168.100.5","UDP","60","6199  >  80 Len=0"
"4552","42.932535296","192.168.100.9","192.168.100.5","UDP","60","6200  >  80 Len=0"
"4553","42.933798184","192.168.100.9","192.168.100.5","UDP","60","6201  >  80 Len=0"
"4554","42.934374538","192.168.100.9","192.168.100.5","UDP","60","6202  >  80 Len=0"
"4555","42.935462375","192.168.100.9","192.168.100.5","UDP","60","6203  >  80 Len=0"
"4556","42.936551803","192.168.100.9","192.168.100.5","UDP","60","6204  >  80 Len=0"
"4557","42.937677245","192.168.100.9","192.168.100.5","UDP","60","6205  >  80 Len=0"
"4558","42.938555982","192.168.100.9","192.168.100.5","UDP","60","6206  >  80 Len=0"
"4559","42.940075943","192.168.100.9","192.168.100.5","UDP","60","6207  >  80 Len=0"
"4560","42.941504195","192.168.100.9","192.168.100.5","UDP","60","6208  >  80 Len=0"
"4561","42.942963701","192.168.100.9","192.168.100.5","UDP","60","6209  >  80 Len=0"
"4562","42.943968171","192.168.100.9","192.168.100.5","UDP","60","6210  >  80 Len=0"
"4563","42.945077950","192.168.100.9","192.168.100.5","UDP","60","6211  >  80 Len=0"
"4564","42.946538048","192.168.100.9","192.168.100.5","UDP","60","6212  >  80 Len=0"
"4565","42.948305162","192.168.100.9","192.168.100.5","UDP","60","6213  >  80 Len=0"
"4566","42.949273257","192.168.100.9","192.168.100.5","UDP","60","6214  >  80 Len=0"
"4567","42.950044125","192.168.100.9","192.168.100.5","UDP","60","6215  >  80 Len=0"
"4568","42.951056695","192.168.100.9","192.168.100.5","UDP","60","6216  >  80 Len=0"
"4569","42.951958015","192.168.100.9","192.168.100.5","UDP","60","6217  >  80 Len=0"
"4570","42.952768846","192.168.100.9","192.168.100.5","UDP","60","6218  >  80 Len=0"
"4571","42.953426639","192.168.100.9","192.168.100.5","UDP","60","6219  >  80 Len=0"
"4572","42.955654927","192.168.100.9","192.168.100.5","UDP","60","6220  >  80 Len=0"
"4573","42.956545865","192.168.100.9","192.168.100.5","UDP","60","6221  >  80 Len=0"
"4574","42.957352497","192.168.100.9","192.168.100.5","UDP","60","6222  >  80 Len=0"
"4575","42.958049787","192.168.100.9","192.168.100.5","UDP","60","6223  >  80 Len=0"
"4576","42.959595443","192.168.100.9","192.168.100.5","UDP","60","6224  >  80 Len=0"
"4577","42.960233013","192.168.100.9","192.168.100.5","UDP","60","6225  >  80 Len=0"
"4578","42.961037016","192.168.100.9","192.168.100.5","UDP","60","6226  >  80 Len=0"
"4579","42.962275467","192.168.100.9","192.168.100.5","UDP","60","6227  >  80 Len=0"
"4580","42.963544145","192.168.100.9","192.168.100.5","UDP","60","6228  >  80 Len=0"
"4581","42.964643588","192.168.100.9","192.168.100.5","UDP","60","6229  >  80 Len=0"
"4582","42.965621810","192.168.100.9","192.168.100.5","UDP","60","6230  >  80 Len=0"
"4583","42.966706089","192.168.100.9","192.168.100.5","UDP","60","6231  >  80 Len=0"
"4584","42.967252724","192.168.100.9","192.168.100.5","UDP","60","6232  >  80 Len=0"
"4585","42.968077533","192.168.100.9","192.168.100.5","UDP","60","6233  >  80 Len=0"
"4586","42.968904373","192.168.100.9","192.168.100.5","UDP","60","6234  >  80 Len=0"
"4587","42.969794144","192.168.100.9","192.168.100.5","UDP","60","6235  >  80 Len=0"
"4588","42.970937316","192.168.100.9","192.168.100.5","UDP","60","6236  >  80 Len=0"
"4589","42.971685406","192.168.100.9","192.168.100.5","UDP","60","6237  >  80 Len=0"
"4590","42.972369758","192.168.100.9","192.168.100.5","UDP","60","6238  >  80 Len=0"
"4591","42.973138370","192.168.100.9","192.168.100.5","UDP","60","6239  >  80 Len=0"
"4592","42.974188675","192.168.100.9","192.168.100.5","UDP","60","6240  >  80 Len=0"
"4593","42.975116579","192.168.100.9","192.168.100.5","UDP","60","6241  >  80 Len=0"
"4594","42.976080786","192.168.100.9","192.168.100.5","UDP","60","6242  >  80 Len=0"
"4595","42.976956486","192.168.100.9","192.168.100.5","UDP","60","6243  >  80 Len=0"
"4596","42.977831649","192.168.100.9","192.168.100.5","UDP","60","6244  >  80 Len=0"
"4597","42.979081789","192.168.100.9","192.168.100.5","UDP","60","6245  >  80 Len=0"
"4598","42.980347970","192.168.100.9","192.168.100.5","UDP","60","6246  >  80 Len=0"
"4599","42.981117667","192.168.100.9","192.168.100.5","UDP","60","6247  >  80 Len=0"
"4600","42.982312890","192.168.100.9","192.168.100.5","UDP","60","6248  >  80 Len=0"
"4601","42.982941574","192.168.100.9","192.168.100.5","UDP","60","6249  >  80 Len=0"
"4602","42.983621136","192.168.100.9","192.168.100.5","UDP","60","6250  >  80 Len=0"
"4603","42.984526463","192.168.100.9","192.168.100.5","UDP","60","6251  >  80 Len=0"
"4604","42.985665981","192.168.100.9","192.168.100.5","UDP","60","6252  >  80 Len=0"
"4605","42.986213975","192.168.100.9","192.168.100.5","UDP","60","6253  >  80 Len=0"
"4606","42.987121231","192.168.100.9","192.168.100.5","UDP","60","6254  >  80 Len=0"
"4607","42.987914114","192.168.100.9","192.168.100.5","UDP","60","6255  >  80 Len=0"
"4608","42.989992036","192.168.100.9","192.168.100.5","UDP","60","6256  >  80 Len=0"
"4609","42.992200710","192.168.100.9","192.168.100.5","UDP","60","6257  >  80 Len=0"
"4610","42.992983377","192.168.100.9","192.168.100.5","UDP","60","6258  >  80 Len=0"
"4611","42.993782516","192.168.100.9","192.168.100.5","UDP","60","6259  >  80 Len=0"
"4612","42.994684621","192.168.100.9","192.168.100.5","UDP","60","6260  >  80 Len=0"
"4613","42.995111841","192.168.100.9","192.168.100.5","UDP","60","6261  >  80 Len=0"
"4614","42.996157744","192.168.100.9","192.168.100.5","UDP","60","6262  >  80 Len=0"
"4615","42.996901251","192.168.100.9","192.168.100.5","UDP","60","6263  >  80 Len=0"
"4616","42.997712641","192.168.100.9","192.168.100.5","UDP","60","6264  >  80 Len=0"
"4617","42.998422258","192.168.100.9","192.168.100.5","UDP","60","6265  >  80 Len=0"
